Soil_Type,Soil_pH,Organic_Carbon,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Recommended_Fertilizer,Dosage_kg_ropani
Silt,6.52,2.65,27,41,32,18.73,53.14,478.81,Sugarcane,Flowering,Spring,Rainfed,Urea,3.91
Silt,4.53,0.85,22,13,89,33.41,87.34,1155.12,Cotton,Sowing,Summer,Canal,Urea,4.37
Loamy,7.27,2.52,52,55,14,14.3,37.19,185.58,Wheat,Vegetative,Winter,Canal,Urea,2.58
Loamy,7.15,2.33,131,84,110,12.71,49.54,254.49,Maize,Vegetative,Winter,Sprinkler,NPK,6.29
Clay,4.65,0.37,41,51,117,5.69,30.46,80.87,Tomato,Vegetative,Winter,Sprinkler,Urea,6.31
Silt,5.97,0.71,118,48,48,18.65,59.88,190.46,Potato,Flowering,Spring,Rainfed,MOP,2.31
Loamy,8.42,2.01,117,79,12,17.08,55.74,749.38,Potato,Vegetative,Spring,Drip,MOP,4.53
Clay,6.18,3.39,49,65,35,10.91,26.69,241.82,Maize,Sowing,Winter,Drip,Urea,1.83
Silt,6.51,0.42,66,56,17,34.17,86.83,1618.39,Potato,Harvest,Summer,Rainfed,MOP,1.28
Sandy,8.14,0.73,78,47,94,30.98,77.29,2663.43,Potato,Flowering,Summer,Drip,Zinc Sulphate,1.62
Clay,7.37,0.32,33,27,61,34.34,83.95,2621.41,Sugarcane,Flowering,Summer,Drip,Urea,5.27
Loamy,6.83,0.52,92,11,91,13.77,53.44,190.96,Potato,Sowing,Winter,Drip,DAP,1.87
Sandy,7.69,0.69,124,63,78,29.9,82.31,1642.21,Cotton,Sowing,Summer,Sprinkler,SSP,3.3
Sandy,7.96,0.9,33,39,15,13.81,25.11,271.2,Tomato,Vegetative,Winter,Drip,Urea,5.03
Sandy,6.33,0.5,68,13,36,30.36,77.65,2096.06,Maize,Flowering,Summer,Canal,DAP,2.09
Clay,6.4,0.5,22,16,95,9.85,54.3,76.43,Maize,Vegetative,Winter,Canal,Urea,5.04
Loamy,6.04,3.12,42,88,31,17.24,46.87,143.58,Potato,Flowering,Winter,Rainfed,Urea,2.05
Sandy,8.37,2.46,128,66,111,28.84,82.92,2385.8,Potato,Harvest,Summer,Rainfed,Zinc Sulphate,1.72
Silt,7.29,0.62,62,39,65,7.18,34.85,254.87,Rice,Flowering,Winter,Drip,DAP,0.77
Sandy,4.83,1.02,90,53,111,17.13,70.48,265.13,Cotton,Sowing,Spring,Canal,Compost,483.47
Sandy,7.95,0.54,74,86,52,22.41,93.42,1330.65,Rice,Vegetative,Summer,Canal,Zinc Sulphate,1.43
Clay,6.42,2.08,145,38,36,11.5,45.93,35.19,Wheat,Flowering,Winter,Sprinkler,DAP,0.54
Clay,4.78,2.75,101,45,54,23.73,70.79,1169.91,Wheat,Vegetative,Summer,Canal,Compost,98.04
Loamy,6.7,1.29,60,57,55,13.98,49.54,60.29,Wheat,Flowering,Winter,Canal,NPK,4.53
Silt,6.17,0.26,150,28,42,22.5,92.17,2938.61,Sugarcane,Vegetative,Summer,Sprinkler,DAP,3.42
Clay,8.01,0.98,22,72,115,32.18,66.6,2158.63,Tomato,Flowering,Summer,Canal,Urea,3.84
Sandy,5.32,0.89,119,11,104,27.03,74.25,2959.11,Tomato,Vegetative,Summer,Sprinkler,DAP,4.14
Loamy,7.81,0.58,42,23,37,14.06,32.36,297.45,Cotton,Harvest,Winter,Drip,Urea,0.69
Sandy,6.73,0.54,146,89,103,30.14,73.64,1543.06,Sugarcane,Harvest,Summer,Drip,Zinc Sulphate,0.58
Sandy,4.72,0.95,77,44,107,36.52,83.79,2346.67,Wheat,Vegetative,Summer,Drip,Compost,271.34
Clay,8.39,2.02,137,30,118,13.43,48.13,105.71,Potato,Sowing,Winter,Rainfed,DAP,1.88
Loamy,6.55,0.24,136,26,90,8.58,49.13,293.4,Sugarcane,Vegetative,Winter,Sprinkler,DAP,2.48
Silt,5.66,0.94,101,41,60,25.99,68.94,1289.73,Maize,Harvest,Summer,Drip,MOP,0.41
Silt,6.38,0.42,121,32,73,7.03,32.48,79.28,Sugarcane,Sowing,Winter,Canal,DAP,1.8
Clay,7.93,0.38,153,15,44,18.71,70.76,493.42,Tomato,Sowing,Spring,Canal,DAP,2.38
Clay,5.72,1.48,127,38,45,25.31,52.03,672.32,Cotton,Vegetative,Spring,Rainfed,DAP,1.62
Loamy,5.27,0.6,65,72,15,26.77,43.21,290.04,Rice,Harvest,Spring,Canal,MOP,0.48
Silt,5.02,0.77,25,79,118,27.68,45.87,492.79,Cotton,Flowering,Spring,Sprinkler,Urea,2.6
Silt,5.69,0.67,142,13,102,18.02,52.85,306.45,Rice,Sowing,Spring,Canal,DAP,1.85
Silt,7.62,1.85,111,67,67,26.46,59.75,643.8,Tomato,Vegetative,Spring,Rainfed,NPK,9.93
Sandy,6.39,0.81,38,40,32,19.27,62.99,516.82,Potato,Harvest,Spring,Drip,Urea,1.0
Silt,5.41,1.07,33,31,23,16.47,51.6,706.38,Sugarcane,Harvest,Spring,Sprinkler,Urea,1.82
Sandy,5.16,0.66,84,36,82,26.31,63.36,731.46,Sugarcane,Vegetative,Spring,Drip,DAP,2.52
Loamy,5.83,1.32,115,25,65,23.27,72.82,571.68,Cotton,Vegetative,Spring,Canal,DAP,1.81
Sandy,8.26,0.53,65,15,88,13.27,26.26,127.5,Potato,Flowering,Winter,Rainfed,DAP,2.56
Loamy,5.87,0.86,35,89,111,28.57,91.47,1374.64,Tomato,Sowing,Summer,Drip,Urea,3.13
Silt,8.45,0.92,127,16,34,17.14,62.82,621.5,Rice,Harvest,Spring,Drip,DAP,0.51
Silt,6.44,0.63,158,23,29,12.79,31.12,233.27,Wheat,Sowing,Winter,Sprinkler,DAP,1.28
Loamy,5.22,0.81,37,12,116,34.09,89.86,1926.18,Potato,Flowering,Summer,Drip,Urea,3.2
Clay,8.06,0.56,127,58,95,20.59,45.55,506.99,Wheat,Sowing,Spring,Rainfed,Zinc Sulphate,1.25
Loamy,6.34,0.21,88,45,80,25.66,84.56,1503.16,Tomato,Flowering,Summer,Drip,SSP,2.78
Clay,7.34,0.48,139,38,27,18.73,60.29,399.88,Sugarcane,Vegetative,Spring,Rainfed,DAP,2.17
Sandy,8.43,2.14,107,13,26,7.33,31.02,207.6,Sugarcane,Sowing,Winter,Canal,DAP,2.59
Sandy,4.7,3.25,109,49,23,14.17,26.96,186.9,Potato,Flowering,Winter,Rainfed,MOP,2.86
Sandy,4.89,0.56,35,50,35,24.58,58.97,571.28,Potato,Sowing,Spring,Drip,Urea,5.44
Silt,7.38,0.73,121,31,113,23.23,78.75,1168.77,Potato,Flowering,Summer,Canal,DAP,1.79
Sandy,5.63,0.25,153,88,41,20.89,70.47,740.39,Maize,Harvest,Spring,Canal,Compost,152.4
Clay,5.24,0.51,144,13,102,26.64,92.99,1378.34,Sugarcane,Harvest,Summer,Rainfed,DAP,0.77
Sandy,4.66,2.23,139,32,113,10.92,46.78,173.07,Potato,Sowing,Winter,Sprinkler,DAP,1.98
Loamy,4.59,0.99,95,13,68,27.86,52.26,420.84,Sugarcane,Vegetative,Spring,Rainfed,DAP,3.63
Loamy,7.6,0.47,92,77,80,13.68,36.4,257.73,Maize,Sowing,Winter,Drip,Zinc Sulphate,0.72
Silt,5.04,0.53,60,27,66,24.58,89.92,878.65,Maize,Sowing,Summer,Rainfed,DAP,2.53
Loamy,6.37,2.13,125,10,82,15.89,51.53,93.44,Cotton,Flowering,Winter,Sprinkler,DAP,0.78
Clay,6.92,0.47,140,41,21,15.71,54.8,354.37,Potato,Harvest,Spring,Canal,MOP,0.89
Sandy,6.21,0.63,108,30,12,36.88,79.98,2349.73,Sugarcane,Harvest,Summer,Canal,DAP,0.72
Silt,4.61,2.97,137,47,41,7.21,32.57,149.47,Wheat,Sowing,Winter,Drip,Compost,150.88
Sandy,7.63,0.93,85,35,106,5.25,38.6,71.97,Sugarcane,Harvest,Winter,Drip,DAP,0.51
Sandy,4.54,0.8,65,50,24,15.13,44.17,190.9,Sugarcane,Sowing,Winter,Canal,MOP,2.85
Clay,7.55,1.67,127,58,18,12.93,51.32,97.65,Potato,Flowering,Winter,Drip,MOP,1.81
Loamy,8.07,0.49,23,50,58,19.62,60.95,402.48,Tomato,Flowering,Spring,Canal,Urea,3.59
Loamy,6.23,1.24,157,19,53,21.26,58.35,433.01,Rice,Sowing,Spring,Sprinkler,DAP,1.22
Sandy,6.64,0.41,114,13,90,14.1,40.74,120.14,Rice,Flowering,Winter,Drip,DAP,1.06
Silt,6.41,1.0,125,22,37,21.54,65.17,197.81,Cotton,Harvest,Spring,Rainfed,DAP,0.51
Loamy,6.06,1.52,99,70,54,19.11,41.41,473.99,Wheat,Flowering,Spring,Sprinkler,NPK,2.45
Silt,8.05,0.8,70,60,22,15.9,36.21,157.24,Rice,Harvest,Winter,Canal,MOP,0.45
Loamy,8.08,2.98,153,44,56,15.44,51.01,37.23,Potato,Harvest,Winter,Drip,Zinc Sulphate,0.64
Silt,5.84,2.69,140,74,30,17.49,34.31,54.82,Potato,Flowering,Winter,Sprinkler,MOP,1.58
Clay,6.96,0.38,23,58,59,11.97,27.38,215.2,Tomato,Vegetative,Winter,Rainfed,Urea,6.19
Silt,8.21,1.23,110,58,56,24.48,59.72,471.3,Wheat,Flowering,Spring,Rainfed,Zinc Sulphate,1.38
Clay,8.35,2.67,73,23,14,11.35,38.35,145.82,Maize,Harvest,Winter,Canal,DAP,0.51
Clay,6.54,0.95,22,46,16,26.37,44.26,532.49,Sugarcane,Flowering,Spring,Sprinkler,Urea,3.78
Silt,6.31,0.44,49,39,47,34.93,86.06,1882.66,Cotton,Sowing,Summer,Rainfed,Urea,3.46
Clay,5.61,0.37,95,23,46,10.22,48.55,263.49,Wheat,Flowering,Winter,Rainfed,DAP,1.22
Sandy,8.34,0.54,60,84,92,27.2,51.03,385.83,Potato,Flowering,Spring,Rainfed,Zinc Sulphate,1.71
Clay,5.07,0.33,125,36,114,7.0,25.92,217.56,Rice,Flowering,Winter,Sprinkler,DAP,0.99
Loamy,6.82,0.87,78,22,41,12.44,42.58,32.19,Sugarcane,Flowering,Winter,Sprinkler,DAP,1.08
Silt,5.63,0.29,59,12,65,32.13,82.01,1007.33,Sugarcane,Vegetative,Summer,Canal,Urea,9.31
Sandy,5.62,0.49,64,79,52,35.94,82.64,1177.73,Sugarcane,Flowering,Summer,Canal,Compost,489.25
Silt,6.12,0.77,34,48,76,34.86,74.93,1025.58,Potato,Harvest,Summer,Sprinkler,Urea,1.27
Loamy,8.5,0.82,36,28,112,25.47,63.16,548.52,Tomato,Sowing,Spring,Sprinkler,Urea,3.68
Loamy,4.72,0.94,127,85,108,8.6,42.83,196.51,Cotton,Harvest,Winter,Drip,Compost,76.31
Loamy,6.81,3.33,44,48,36,26.06,45.51,720.84,Tomato,Vegetative,Spring,Sprinkler,Urea,3.07
Clay,4.83,0.26,62,19,111,16.98,52.86,55.31,Maize,Vegetative,Winter,Rainfed,DAP,3.27
Clay,5.12,0.3,80,56,60,22.16,50.81,771.06,Sugarcane,Flowering,Spring,Canal,Compost,454.94
Silt,6.26,0.28,150,32,57,25.74,64.61,529.35,Sugarcane,Harvest,Spring,Rainfed,DAP,0.59
Silt,6.54,0.75,47,68,81,12.58,33.59,240.85,Sugarcane,Sowing,Winter,Sprinkler,Urea,5.38
Sandy,5.54,0.25,126,29,62,12.71,33.37,297.71,Maize,Vegetative,Winter,Canal,DAP,2.95
Sandy,5.77,1.11,143,54,92,24.99,78.86,2147.7,Rice,Harvest,Summer,Canal,Zinc Sulphate,0.74
Silt,4.85,0.49,103,53,103,18.95,62.78,177.68,Potato,Harvest,Spring,Drip,Compost,134.02
Clay,5.71,2.54,46,27,57,9.61,38.21,173.42,Tomato,Harvest,Winter,Drip,Urea,0.58
Loamy,8.37,0.83,102,57,113,20.18,43.19,780.0,Wheat,Flowering,Spring,Rainfed,Zinc Sulphate,1.43
Silt,8.28,0.78,119,84,19,5.68,35.71,214.35,Sugarcane,Flowering,Winter,Sprinkler,MOP,2.16
Sandy,5.84,1.95,95,10,103,19.12,60.2,608.81,Sugarcane,Flowering,Spring,Sprinkler,DAP,1.61
Clay,6.78,2.25,54,41,18,5.41,47.09,94.07,Rice,Sowing,Winter,Drip,Urea,1.58
Silt,8.14,0.99,116,73,95,21.08,45.15,368.38,Maize,Vegetative,Spring,Drip,Zinc Sulphate,1.02
Silt,4.52,2.32,119,16,104,36.28,67.34,1007.26,Potato,Vegetative,Summer,Canal,DAP,4.37
Clay,7.74,0.75,32,80,55,18.71,48.83,245.65,Potato,Flowering,Spring,Sprinkler,Urea,2.94
Silt,8.29,2.93,25,55,19,30.63,75.72,2459.42,Tomato,Flowering,Summer,Sprinkler,Urea,3.02
Clay,4.87,0.69,93,33,45,27.5,56.07,243.22,Maize,Harvest,Spring,Canal,DAP,0.51
Loamy,5.15,2.39,29,78,19,34.92,85.87,845.12,Wheat,Vegetative,Summer,Drip,Urea,3.33
Clay,8.34,0.54,40,45,36,36.34,93.6,1348.63,Tomato,Flowering,Summer,Canal,Urea,3.54
Clay,6.65,0.58,146,76,88,19.07,43.83,259.03,Maize,Harvest,Spring,Drip,MOP,0.41
Clay,4.56,2.48,75,59,28,27.09,93.89,2759.47,Maize,Flowering,Summer,Rainfed,MOP,1.17
Silt,5.53,0.48,76,68,20,10.5,44.25,148.15,Rice,Sowing,Winter,Drip,MOP,1.42
Silt,6.3,0.5,149,67,41,6.1,47.77,261.15,Rice,Vegetative,Winter,Sprinkler,NPK,6.73
Clay,7.27,0.6,58,55,29,23.76,81.67,2380.77,Rice,Sowing,Summer,Drip,Urea,2.25
Silt,7.43,1.83,80,79,55,12.89,49.6,75.2,Wheat,Flowering,Winter,Rainfed,SSP,1.68
Sandy,8.48,1.31,129,32,69,25.65,83.2,960.53,Maize,Flowering,Summer,Rainfed,DAP,1.84
Sandy,5.65,2.71,33,21,88,16.45,52.69,101.69,Rice,Vegetative,Winter,Rainfed,Urea,3.4
Silt,6.65,1.0,78,37,77,28.83,70.57,2606.48,Cotton,Sowing,Summer,Rainfed,DAP,1.63
Silt,6.63,0.91,128,67,26,16.48,37.93,150.27,Potato,Harvest,Winter,Sprinkler,MOP,0.71
Clay,6.12,0.29,60,70,74,35.09,85.86,1884.68,Sugarcane,Harvest,Summer,Canal,MOP,0.48
Loamy,5.18,0.33,159,64,66,35.77,67.12,2662.92,Cotton,Flowering,Summer,Canal,Compost,218.59
Silt,8.41,0.92,144,43,28,16.27,74.78,179.62,Wheat,Vegetative,Spring,Canal,MOP,1.14
Sandy,7.91,0.63,55,27,14,13.57,54.54,222.31,Maize,Harvest,Winter,Sprinkler,Urea,0.93
Clay,6.49,0.49,40,44,91,21.85,45.79,736.4,Maize,Flowering,Spring,Canal,Urea,2.55
Silt,6.91,0.81,75,57,90,22.11,73.54,2121.63,Tomato,Harvest,Summer,Drip,MOP,0.42
Sandy,5.41,1.82,60,46,64,30.17,85.05,2300.03,Sugarcane,Sowing,Summer,Sprinkler,Compost,686.56
Sandy,6.68,0.7,52,50,115,28.68,74.31,2985.7,Wheat,Sowing,Summer,Sprinkler,Urea,3.54
Loamy,7.28,1.55,125,15,114,7.75,31.47,131.49,Tomato,Vegetative,Winter,Canal,DAP,2.26
Clay,6.56,1.97,105,89,13,25.55,66.5,1311.14,Potato,Vegetative,Summer,Canal,MOP,4.41
Clay,8.46,1.78,57,48,61,16.22,46.43,280.49,Wheat,Flowering,Winter,Drip,Urea,1.23
Loamy,6.95,2.76,27,13,28,16.52,41.02,55.5,Cotton,Sowing,Winter,Drip,Urea,1.58
Loamy,5.98,0.58,125,25,40,23.92,89.96,2172.68,Wheat,Flowering,Summer,Drip,DAP,1.08
Clay,7.59,1.65,127,61,12,15.74,67.35,501.5,Maize,Sowing,Spring,Rainfed,MOP,1.21
Clay,5.18,2.4,149,28,76,7.56,49.51,130.12,Maize,Harvest,Winter,Canal,DAP,0.51
Silt,6.04,0.95,83,26,38,14.59,39.3,221.42,Tomato,Harvest,Winter,Drip,DAP,0.51
Silt,5.89,2.14,63,54,62,27.4,74.31,1812.71,Maize,Sowing,Summer,Sprinkler,DAP,1.09
Loamy,6.23,0.74,120,11,17,16.44,69.04,604.97,Maize,Flowering,Spring,Rainfed,DAP,1.7
Silt,7.63,0.97,125,11,14,8.72,48.52,91.02,Cotton,Flowering,Winter,Canal,DAP,1.36
Sandy,6.44,0.27,84,64,73,15.43,52.91,207.23,Maize,Flowering,Winter,Sprinkler,Compost,349.8
Silt,7.68,3.0,84,13,104,17.96,46.97,74.34,Maize,Harvest,Winter,Drip,DAP,0.51
Silt,6.81,2.07,137,21,36,17.85,74.81,688.27,Tomato,Harvest,Spring,Rainfed,DAP,0.51
Sandy,5.87,3.16,143,63,42,5.39,48.28,45.11,Sugarcane,Sowing,Winter,Rainfed,MOP,1.92
Loamy,7.74,1.0,25,69,67,21.04,55.0,664.5,Cotton,Sowing,Spring,Canal,Urea,3.44
Sandy,5.45,0.44,114,38,71,16.67,27.02,62.67,Cotton,Vegetative,Winter,Canal,DAP,1.85
Silt,5.4,0.24,155,70,91,37.09,66.89,886.79,Wheat,Harvest,Summer,Canal,Compost,87.03
Loamy,6.52,2.51,86,55,97,27.17,67.24,831.84,Wheat,Harvest,Summer,Rainfed,SSP,0.76
Silt,5.54,0.72,130,58,35,30.3,72.55,1062.3,Rice,Sowing,Summer,Drip,MOP,1.48
Sandy,4.54,0.54,95,27,104,33.25,70.34,2228.0,Maize,Vegetative,Summer,Drip,DAP,3.4
Sandy,7.09,0.93,68,85,23,13.09,31.15,281.1,Maize,Sowing,Winter,Rainfed,MOP,1.35
Silt,6.54,0.75,26,83,98,17.65,54.23,178.97,Sugarcane,Harvest,Winter,Canal,Urea,1.62
Clay,6.28,1.02,34,33,41,20.63,70.59,723.69,Potato,Vegetative,Spring,Canal,Urea,5.37
Clay,8.37,0.83,104,26,112,11.05,45.8,245.01,Cotton,Sowing,Winter,Sprinkler,DAP,1.24
Sandy,6.78,2.78,57,65,50,25.4,73.51,778.72,Cotton,Harvest,Spring,Canal,Urea,0.58
Sandy,7.95,1.59,56,61,23,27.82,88.23,2047.76,Sugarcane,Flowering,Summer,Sprinkler,Urea,4.25
Clay,5.06,0.45,141,80,57,37.55,74.65,2017.55,Tomato,Flowering,Summer,Sprinkler,Compost,177.25
Clay,6.78,0.63,35,29,57,37.4,89.14,870.08,Cotton,Flowering,Summer,Rainfed,Urea,2.49
Silt,7.97,0.77,20,38,100,16.02,41.84,119.82,Potato,Harvest,Winter,Sprinkler,Urea,1.25
Silt,6.83,1.95,56,84,95,26.03,70.22,1832.47,Sugarcane,Vegetative,Summer,Drip,Urea,5.93
Clay,7.37,0.67,64,59,47,24.61,46.05,435.4,Potato,Harvest,Spring,Rainfed,Zinc Sulphate,0.81
Silt,5.99,0.7,102,24,16,29.96,79.79,2834.17,Maize,Harvest,Summer,Rainfed,DAP,0.77
Silt,4.87,1.95,42,40,42,20.54,56.78,767.72,Maize,Vegetative,Spring,Canal,Urea,5.56
Loamy,6.33,0.74,113,22,116,26.81,85.64,1674.7,Tomato,Harvest,Summer,Drip,DAP,0.51
Silt,6.08,3.12,100,65,13,26.56,84.56,2174.83,Sugarcane,Harvest,Summer,Sprinkler,MOP,0.57
Sandy,7.97,1.26,85,28,106,22.59,83.03,2515.6,Maize,Flowering,Summer,Rainfed,DAP,2.14
Silt,5.48,0.87,158,79,33,31.75,92.74,2524.64,Wheat,Flowering,Summer,Drip,MOP,0.66
Silt,8.37,2.67,77,37,35,30.04,71.86,1942.42,Wheat,Sowing,Summer,Canal,DAP,1.36
Clay,8.33,0.28,48,31,59,5.81,36.01,190.02,Rice,Vegetative,Winter,Drip,Urea,4.18
Sandy,5.49,3.45,102,37,51,19.34,42.1,620.14,Sugarcane,Vegetative,Spring,Canal,DAP,2.18
Silt,5.89,1.06,148,89,104,19.11,61.73,195.93,Cotton,Vegetative,Spring,Sprinkler,NPK,6.19
Silt,8.08,0.67,152,42,100,9.36,26.33,163.64,Cotton,Harvest,Winter,Rainfed,Zinc Sulphate,1.45
Loamy,8.37,0.49,134,54,22,5.87,36.07,285.35,Rice,Sowing,Winter,Rainfed,MOP,2.12
Silt,6.27,3.41,53,57,40,22.82,79.81,2687.49,Wheat,Vegetative,Summer,Canal,Urea,3.41
Silt,5.78,0.75,144,72,105,26.46,91.52,1661.03,Sugarcane,Harvest,Summer,Drip,Compost,139.68
Loamy,6.6,1.05,97,35,32,36.53,67.34,2755.13,Rice,Vegetative,Summer,Drip,DAP,1.73
Clay,7.25,0.24,38,10,46,25.06,60.35,593.16,Wheat,Harvest,Spring,Drip,Urea,0.7
Silt,5.59,0.74,107,71,113,25.83,66.68,1328.5,Sugarcane,Flowering,Summer,Drip,Compost,298.39
Loamy,7.45,3.1,100,81,118,17.68,39.97,231.85,Maize,Flowering,Winter,Sprinkler,Zinc Sulphate,0.47
Sandy,4.71,0.7,114,12,68,24.32,72.0,1416.48,Wheat,Harvest,Summer,Canal,DAP,0.74
Clay,4.7,0.98,91,86,67,15.62,31.34,227.25,Sugarcane,Vegetative,Winter,Drip,Compost,441.85
Sandy,6.05,0.47,57,14,25,29.83,83.99,916.87,Wheat,Flowering,Summer,Rainfed,Urea,2.36
Sandy,5.91,0.74,59,54,48,37.77,72.8,2550.28,Tomato,Sowing,Summer,Rainfed,Urea,5.92
Loamy,5.76,3.4,139,21,81,15.68,47.14,596.37,Wheat,Flowering,Spring,Sprinkler,DAP,0.74
Silt,6.46,0.94,107,57,91,16.08,30.19,42.52,Tomato,Harvest,Winter,Rainfed,DAP,0.51
Loamy,5.78,3.48,109,23,100,17.19,40.25,178.41,Rice,Vegetative,Winter,Drip,DAP,1.05
Loamy,5.27,2.15,49,62,18,6.11,42.58,156.09,Tomato,Vegetative,Winter,Drip,Urea,3.43
Loamy,5.74,3.17,151,54,73,15.17,67.93,738.81,Tomato,Flowering,Spring,Rainfed,MOP,1.03
Loamy,8.4,1.31,152,41,101,25.87,70.71,1717.52,Maize,Flowering,Summer,Sprinkler,Zinc Sulphate,1.27
Clay,6.14,0.2,85,39,31,25.34,41.3,392.41,Tomato,Flowering,Spring,Drip,DAP,0.9
Silt,6.28,2.06,114,21,84,10.01,32.2,280.52,Potato,Flowering,Winter,Canal,DAP,1.32
Sandy,6.81,0.38,46,53,63,21.2,68.22,530.19,Potato,Vegetative,Spring,Sprinkler,Urea,6.39
Sandy,8.43,0.25,75,34,31,5.92,42.62,99.48,Tomato,Flowering,Winter,Sprinkler,DAP,1.69
Silt,5.47,0.27,64,51,23,16.7,40.93,157.92,Sugarcane,Vegetative,Spring,Drip,MOP,3.43
Sandy,7.23,0.65,87,30,96,7.74,52.01,102.86,Wheat,Vegetative,Winter,Drip,DAP,1.77
Silt,7.36,1.77,24,70,75,32.75,78.76,1304.06,Cotton,Vegetative,Summer,Drip,Urea,3.61
Sandy,6.93,0.72,127,75,88,18.06,62.99,365.85,Tomato,Harvest,Spring,Rainfed,Zinc Sulphate,0.76
Loamy,4.85,0.23,66,30,59,7.98,39.2,141.06,Maize,Flowering,Winter,Canal,DAP,1.74
Sandy,7.21,0.82,152,35,14,11.1,50.72,95.71,Wheat,Flowering,Winter,Canal,DAP,0.94
Silt,4.76,0.77,24,41,102,34.19,83.41,1309.94,Cotton,Vegetative,Summer,Sprinkler,Urea,5.63
Silt,6.88,1.99,140,26,106,8.49,52.82,64.88,Rice,Harvest,Winter,Rainfed,DAP,0.51
Silt,7.46,0.56,92,13,117,6.31,27.77,261.5,Tomato,Harvest,Winter,Rainfed,DAP,0.66
Silt,5.34,0.48,66,48,103,7.18,27.87,180.73,Sugarcane,Flowering,Winter,Canal,Compost,554.58
Silt,7.87,0.53,23,24,119,6.91,39.28,262.57,Maize,Flowering,Winter,Drip,Urea,3.17
Clay,4.62,0.59,110,42,26,17.65,42.64,254.41,Maize,Flowering,Winter,Rainfed,MOP,0.96
Clay,7.88,0.98,84,70,10,27.12,42.76,190.46,Sugarcane,Harvest,Spring,Rainfed,MOP,0.69
Sandy,6.34,0.81,115,23,23,26.17,48.79,489.22,Wheat,Harvest,Spring,Sprinkler,DAP,0.51
Silt,5.37,0.64,99,56,64,24.23,65.27,681.34,Sugarcane,Flowering,Spring,Canal,Compost,374.97
Sandy,5.04,0.69,106,11,117,21.27,49.81,284.19,Sugarcane,Harvest,Spring,Canal,DAP,0.75
Silt,8.31,0.68,80,75,26,21.76,57.89,492.84,Maize,Harvest,Spring,Rainfed,MOP,0.44
Silt,4.79,2.75,119,57,18,27.68,72.03,282.61,Wheat,Flowering,Spring,Rainfed,MOP,0.61
Clay,5.3,0.5,138,73,108,14.87,37.78,106.15,Sugarcane,Sowing,Winter,Sprinkler,Compost,795.26
Clay,5.89,1.22,128,75,104,25.8,72.46,2783.08,Potato,Sowing,Summer,Canal,NPK,9.61
Loamy,6.98,3.5,155,57,21,33.65,74.02,2634.62,Potato,Harvest,Summer,Drip,MOP,0.74
Clay,6.68,0.21,101,27,118,27.88,83.41,2017.77,Wheat,Harvest,Summer,Sprinkler,DAP,0.51
Loamy,5.0,2.59,32,60,75,32.12,93.37,2155.44,Rice,Sowing,Summer,Canal,Urea,2.88
Loamy,5.66,3.18,62,13,24,17.58,34.79,177.89,Tomato,Harvest,Winter,Drip,DAP,0.51
Loamy,5.46,3.07,111,42,43,10.72,44.23,52.47,Potato,Flowering,Winter,Canal,Compost,99.25
Loamy,5.35,0.73,39,32,46,27.56,41.74,228.45,Maize,Flowering,Spring,Rainfed,Urea,3.04
Loamy,6.14,0.92,67,62,62,17.8,68.39,482.15,Maize,Sowing,Spring,Sprinkler,Compost,476.84
Sandy,7.32,0.53,119,22,50,8.62,25.06,277.12,Rice,Sowing,Winter,Rainfed,DAP,1.94
Clay,5.37,0.25,38,80,103,15.38,54.04,139.15,Sugarcane,Sowing,Winter,Rainfed,Urea,7.08
Loamy,5.97,2.91,88,67,87,25.54,42.28,201.45,Rice,Harvest,Spring,Drip,Zinc Sulphate,0.31
Silt,6.06,1.1,36,72,118,32.14,85.24,1843.52,Rice,Vegetative,Summer,Drip,Urea,3.58
Clay,8.41,0.41,55,74,13,17.56,44.44,531.78,Maize,Flowering,Spring,Canal,Urea,2.65
Clay,8.32,2.29,101,51,17,30.57,88.49,1661.67,Cotton,Vegetative,Summer,Drip,MOP,1.45
Loamy,7.7,1.82,89,49,43,17.78,44.18,170.37,Maize,Sowing,Spring,Canal,MOP,0.82
Sandy,5.47,0.43,135,30,80,23.44,76.0,2814.05,Rice,Harvest,Summer,Rainfed,DAP,0.68
Loamy,4.77,0.75,20,89,26,23.79,74.79,219.36,Maize,Vegetative,Spring,Rainfed,Urea,7.0
Sandy,5.77,0.75,100,42,31,35.36,73.17,1076.35,Cotton,Harvest,Summer,Rainfed,MOP,0.49
Silt,5.57,1.28,149,14,111,27.13,78.63,1720.58,Rice,Sowing,Summer,Rainfed,DAP,2.05
Clay,6.52,1.86,54,51,99,20.27,46.31,507.5,Tomato,Vegetative,Spring,Sprinkler,Urea,2.86
Silt,7.61,0.32,146,46,17,24.98,89.21,1558.04,Maize,Flowering,Summer,Rainfed,MOP,1.53
Sandy,7.93,0.93,46,81,31,9.24,31.96,136.29,Sugarcane,Vegetative,Winter,Drip,Urea,8.13
Sandy,7.88,2.61,65,10,49,8.89,52.51,111.74,Rice,Flowering,Winter,Drip,DAP,0.97
Silt,5.94,1.58,27,86,118,8.02,28.27,154.38,Tomato,Sowing,Winter,Rainfed,Urea,4.3
Sandy,7.25,0.39,112,35,31,6.69,32.14,97.98,Cotton,Vegetative,Winter,Drip,DAP,1.87
